,text,label,language,TextCleaned
910,今天特別想看粉藍ㄉㄆ,3.6666666666666665,Chinese,i really want to see pink blue ㄉ ㄆ today
911,@user 这是谣言！并没有这么多人感染，更别说死这么多人了。而且医生们是不会带这种口罩的！下次造谣的时候请再仔细点…智障…,1.2,Chinese, this is a rumour! not so many people were infected let alone so many people died. and doctors will not wear such masks! please be more careful next time when spreading rumors...mentally retarded...
912,堪比优衣库事件的一对小情侣，男的挺帅的，估计喜欢女孩子的脚，女孩子的口交技术不错，男孩的阴毛很浓密，外面还有人在聊天，刺激刺激！ http,4.2,Chinese,comparable to a young couple in the uniqlo incident the guy is quite handsome he probably likes girls' feet the girl's oral sex skills are good the boy's pubic hair is very thick and there are people chatting outside exciting! http
913,太原新人第一次下氵、真人真照支持视频验证、净身高175D皮肤超好、超白0毛孔、着装大牌、专治挑客. #主播 #啪啪啪 #裸聊 #护士 #云南 #澳洲约炮 #美女写真 #美国约炮 #温哥华约炮 #经典 #山东 #野外摄影 http,4.0,Chinese,newcomer from taiyuan is going down for the first time real photos support video verification net height d super good skin super white  pores bigname clothes and only picks customers. 主通啪啪啪麻话护理云南澳门约约cannon美女写真美国约炮vancouver约炒classicshandongfield photographyhttp
914,華為中興涉侵犯美企專利 德國法院下令即時停產相關產品｜852郵報 http,1.0,Chinese,huawei zte infringes patents of u.s. enterprises german court orders immediate suspension of related products｜ post http
915,@user @user 换一个可爱的头像先（最好是二次元萝莉,2.6,Chinese,  change to a cute avatar first (preferably a twodimensional loli
916,@user 现在发个推都要才艺加持了吗哈哈,2.25,Chinese, do you have to be talented to post a tweet now? haha
917,@user 越来越厉害,1.8,Chinese, is getting better
918,人民会高兴， rongzaixuan 你反占中，支持梁振英同志。 #SupportCY #OccupyHK,1.0,Chinese,the people will be happy rongzaixuan you oppose occupy central and support comrade leung chunying. supportcy occupyhk
919,@user 薩拉赫,1.75,Chinese, salah
920,一个人的时候喜欢傻傻的发呆；一个人的时候喜欢暗自流泪；一个人的时候喜欢听着让人心动的音乐；一个人的时候喜欢推开窗，遥望那轮明月；一个人的时候喜欢自己跳舞；一个人的时候喜欢胡思乱想；一个人的时候喜欢数着夜空无数繁星；一个人的时候喜欢等待流星的滑落。” #guests,1.8,Chinese,when i’m alone i like to be in a daze; when i’m alone i like to cry secretly; i dance by myself; i like to think wildly when i am alone; i like to count the countless stars in the night sky when i am alone; i like to wait for the meteor to fall when i am alone.  guests
921,【2020香港新年大遊行】市民帶狗狗參加遊行，狗狗身配「委任狀」，特意注明不要用狗形容警察，污衊狗狗名聲，經過市民表揚狗狗比黑警好得多。 http,1.0,Chinese,[ hong kong new year's parade] citizens bring their dogs to participate in the parade. the dogs wear a commissioning certificate. it is specially stated not to use dogs to describe the police and smear the dog's reputation. after citizens praise dogs they are much better than black police. http
922,@user 不要那妳按啥小愛心 笑死幹,2.6666666666666665,Chinese, do not want to what kind of little heart do you press laugh to death
923,昨天的熱鬧感覺像一場夢 醒來之後一切回復原先的秩序 但我還眷戀著 所以 現在依然披著辣椒獸的外殼 活著,2.75,Chinese,yesterday's bustle felt like a dream. after waking up everything returned to the original order but i am still nostalgic so i am still alive in the shell of the pepper beast.
924,@user 支持香港,1.0,Chinese, support hong kong
925,看留言說高光隊長甚至拍戲拍一半就收到入伍通知，救命ㄚ,1.75,Chinese,i read the message saying that captain gao guang even received a notice of enlistment in the middle of filming help ㄚ
926,下班的时候来了一辆面包车，说是给美利达送货的，在仓库里多装了两辆，现在便宜处理，原价¥2180，现在只要¥300拿走，掏出一送货单，没日期没抬头没盖章也没签字，也没收货相关的信息。还是主动拿出来的 忘记拍照 #描述一件事,1.3333333333333333,Chinese,when i got off work a van came and said it was for merida delivery. i loaded two extra vans in the warehouse. now it’s cheaper to deal with. the original price is ¥. now i only need ¥ to take it away. i took out a delivery note with no date. no title no seal no signature and no information about the goods was confiscated. i took it out on my own initiative and forgot to take a photo describeonething
927,@user @user @user 熬出來的味道不一樣,1.6,Chinese,   the taste is different
928,@user 有对象怎么老是自己撸,2.8,Chinese, why do you keep masturbating yourself when you have a partner?
929,尋找所有人的匿名問題！ avin and MR沒有任何問題！ avin and MR山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.0,Chinese,find anonymous questions for everyone! avin and mr have no problems! avin and mr hill's first memorable answer may be your question! ? questionbox find anonymous questions http
930,@user 史詩般的虛脫感恩節,3.25,Chinese, epic prostration thanksgiving
931,@user 现在要公安和公信部双备案了，前段时间我们就被网警传唤了,1.4,Chinese, is now required to file with the ministry of public security and the ministry of public information and we were summoned by the internet police some time ago
932,@VOAChinese 妹子你把面具摘了正大光明的说话，正大光明的讲道理，来。,2.0,Chinese, sister you take off your mask and speak openly speak the truth openly come on.
933,当你下定决定做一件事，那就去尽力做，即便这件事最后没有达到你的预期回报，但你还是得认真、努力去完成，在这过程中，你会逐渐认识到自己的不足，认清自己真正想要什么。给自己一个期限，不用告诉所有人，不要犹豫，直到你真的尽力为止。,1.4,Chinese,when you make up your mind to do something then try your best to do it. even if this thing does not meet your expected return in the end you still have to be serious and work hard to complete it. in the process you will gradually realize your own shortcomings  recognize what you really want. give yourself a deadline do not tell everyone do not hesitate until you really give it your best.
934,@user 三个职业都被领导干过吗？,2.2,Chinese, have all three occupations been done by leaders?
935,@user 哈哈鞋頭啦,2.0,Chinese, lol toe cap
936,@user 这大爷嬉皮士思想太重了，典型的要做爱不要作战呀,3.0,Chinese, this uncle hippie is too thoughtful typical to have sex and not to fight
937,郭文贵，一个被国际刑警组织追缉的中国逃犯，在中国涉嫌诈骗、强奸、洗钱、偷逃税款、行贿高官等严重犯罪，构陷无辜人士曲龙入狱六年并买通狱警迫害曲龙。老郭终会受到正义的审判 http,1.0,Chinese,guo wengui a chinese fugitive wanted by interpol was suspected of serious crimes in china such as fraud rape money laundering tax evasion and bribery of highranking officials. lao guo will finally be judged by justice http
938,@user 先拿台語藝人當擋箭牌 接下來還有可能是「看不起老一輩的藝人嗎？」「看不起女藝人嗎？」 不管怎麼滑坡都會有人挺真的是恐怖,1.2,Chinese, first uses taiwanese artists as a shield and then there may be do you look down on the older generation of artists?
939,一个我平素很尊敬的科学家转了篇十万加网文，说非典那年果丹皮十三万亿，现如今一百万亿，因此抗风险能力提高了八倍。 我立刻拉黑了。 无法容忍这种把VAR当成Risk Limit的人。 这是常识，不是火箭科学。,1.5,Chinese,a scientist who i respect very much reposted a plus online article saying that in the year of sars there were  trillion fruit peels and now it is  trillion so the ability to resist risks has increased by eight times. i blocked it immediately. i cannot tolerate this kind of people who regard var as a risk limit. this is common sense not rocket science.
940,我在Clash of lords 2中的競技場拿到高分了！真好玩的遊戲，小夥伴們，快來一起玩吧！https://t.co/fRDvz9I2p6,2.0,Chinese,i got a high score in the arena in clash of lords ! what a fun game friends come and play together! 
941,偷偷把套拿掉，也许她是爽到假装不知道吧。 更多完整版高清版视频：https://t.co/lEiPBr9ViM 免费观看（点开后，右上角浏览器打开） http,4.6,Chinese,she secretly took off the condom maybe she was so happy that she pretended not to know. more full hd version of the video:  watch for free (click to open the browser in the upper right corner will open) http
942,尋找所有人的匿名問題！ 李宇軒沒有任何問題！ 李宇軒山第一個令人難忘的答案可能是您的問題！ ？ #問題框 #尋找匿名問題 http,1.0,Chinese,find anonymous questions for everyone! li yuxuan has no problems! li yuxuanshan's first memorable answer may be your question! ? questionbox find anonymous questions http
943,我们怕鬼，鬼却未曾伤我们分毫， 我们不怕人，人却让我们遍体鳞伤！ 鬼，它狰狞恐怖， 人，却衣冠楚楚 ...... http,1.2,Chinese,we are afraid of ghosts but ghosts have never hurt us at all. we are not afraid of people but people make us bruised and bruised! a ghost it is ferocious and terrifying but a human but welldressed...... http
944,人们常说，孝子难装。果不其然，装不下去的郭文贵不仅借各种替身的名义刷存在，还拉来了老班农为其代班直播。可再怎么处心积虑的编排戏码，也总有穿帮的一天。 http 來自 @YouTube,1.0,Chinese,it is often said that filial piety is hard to pretend. sure enough guo wengui who could not pretend not only used various substitutes to create his existence but also brought in the old bannon to live broadcast for him. however no matter how carefully he arranges the drama there will always be a day when he cannot help it. http via 
945,小麥好可愛😂😂😂😂 mild 🤣🤣🤣🤣 朋友傳來的現場圖 我真的要笑死哈哈哈哈哈哈哈哈哈哈哈 小情侶的兩人世界😚💕💕💕 #GHBwithLovexMewGulf #GHBxMewGulfRunTeeMildKaownahBoat http,2.2,Chinese,wheat is so cute  mild  i really want to die laughing at the scene pictures sent by my friends hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha the twoperson world of the young couple ghbwithlovexmewgulf ghbxmewgulfrunteemildkaownahboat http
946,非常感谢你今年! 这些年我的朋友做了一道奥斯奇菜！ （20181231） http,2.5,Chinese,thank you so much for this year! my friend has made an oschi dish over the years! () http
947,@user 也许他早就预见到了，对未来充满悲观。,2.25,Chinese, maybe he had foreseen it and was pessimistic about the future.
948,好誇張 哈 但不是我 http,1.6666666666666667,Chinese,that's an exaggeration but it is not me http
949,@user 这个笑话只有码农才容易看懂。,2.0,Chinese, this joke is easy for coders to understand.
950,@RFA_Chinese 右腿是不是有点不舒服？,3.25,Chinese, is your right leg a bit uncomfortable?
951,我在痞客邦 PIXNET 新增了篇文章：《遊記》【台中大肚】藍色公路~超美藍寶石夜景 http,1.4,Chinese,i added a new article on pixnet: travel notes [taichung dadu] blue highway ~ super beautiful sapphire night view http
952,我国进口棉花质量状况堪忧 – 重庆农业农村信息网 http #农业资讯,1.4,Chinese,the quality of my country's imported cotton is worrying – chongqing agriculture and rural information network http 农业信息
953,@user 没意思吧 拿视频 希望你能私信我,3.2,Chinese, it's boring take the video i hope you can private message me
954,@user 我真的覺得沒什麼差捏😂😂😂 反而上次飯店有體重計 量了胖好多嗚嗚嗚嗚,3.0,Chinese, i really don’t think there’s any difference  on the contrary last time the hotel had a weight scale i got a lot fatter
955,約砲這種事，跟找結婚對象完全不同，找長期對象還有可能靠人品，靠溫良恭儉讓贏得對方青睞，但打砲這種你爽我爽大家爽的事，外型絕對擺在最前面。,2.4,Chinese,having sex is completely different from finding a marriage partner. finding a longterm partner may also depend on character gentleness respectfulness and frugality to win the other party's favor but sex is a thing that is fun for you and everyone. appearance is definitely at the forefront.
956,@user 驱动不会出问题吗,2.0,Chinese, is there no problem with the driver
957,女同事昨晚在我这喝多了，本来想送她回去，但她就是不肯回去，无奈只能留她过夜，她睡着后，我在沙发上想了好久，最后我还是忍不住了，走回房间看到她天使的面孔，魔鬼般的身材，实在太诱人了……我轻轻的拿走枕头边的五毛钱，心想“小心使得万年船，还是放在自己兜里安全点。”,3.0,Chinese,my female colleague drank too much at my place last night. i wanted to send her back but she refused to go back so i had no choice but to keep her overnight. after she fell asleep i thought about it for a long time on the sofa and finally i could not help it i walked back to the room and saw her angelic face and devilish figure it was so tempting... i gently took the fifty cents beside the pillow thinking be careful to make the ten thousand year boat or put it in my pocket stay safe.
958,@VOAChinese 这么说的，某些畜畜们就不值得拯救，让它们自生自灭就好了呗，好坏不分，见钱眼开的畜们。,2.5,Chinese, said so some animals are not worth saving just let them fend for themselves good or bad see the moneyminded animals.
959,弟弟被绑着打完针，失禁了，尿得全身都是，床单也湿了一大片。打完针弟弟全身无力，白色的混浊液体从针孔里流出来。 希望疫情过去还能捡到小盆友，还希望是瘦瘦的小可爱눈_눈（想屁吃） http,2.8,Chinese,after being tied up and having the injection my younger brother became incontinent urinated all over his body and the bed sheet was wet a lot. after the injection my brother felt weak all over and white cloudy liquid flowed out from the needle hole. i hope that the epidemic will pass and i can still pick up a little friend and i hope it is a thin and cute 눈_눈 (want to fart) http
960,@user 全力支持醫護罷工，不治理湧港大陸武漢病者。,1.2,Chinese, fully supports the strike of doctors and nurses and does not treat the wuhan patients in hong kong and mainland china.
961,@user 這時候最可愛，趁可以抱的時候多抱抱孩子，很快就沒得抱了❤❤❤,3.0,Chinese, is the cutest at this time hug the baby more when you can hug and soon there will be no more hugs
962,@user 鉛筆bot小姐、早安。,2.6,Chinese,good morning  pencil bot.
963,@user @user @user @user 支持特区政府定性、中联办主动切割的暴徒，那就是旗帜鲜明地反对特区政府和中联办喽？ 懂了懂了，港独分子你好。,1.0,Chinese,    supporting the sar government’s characterization and the liaison office’s initiative to cut off the thugs is that a clearcut opposition to the sar government and the liaison office? got it got it hello hong kong independence activists.
964,@user @user 真的 收到的當下嚇死我惹😱我也被騙了,2.8,Chinese,  really scared me to death when i received iti was also cheated
965,有哥哥你，對三郎而言，已經是最好的禮物了。 #天官赐福 #TGCF #花城0610生日快乐 http,3.25,Chinese,having you brother is already the best gift for saburo. 天官祝福 tgcf 花城happy birthday http
966,@user 英国也是吧,1.4,Chinese, uk too
967,@user #南京应用技术学院 欺骗学生 ，这就是中国学校的丑陋 http,1.4,Chinese, nanjing institute of applied technology deceives students this is the ugliness of chinese schools http
968,@user @user 你們試，然後我幫你們在外面把風😉,2.8,Chinese,  try it and i will watch out for you 
969,做网红难，做Bot网红更难……宝宝每天压力都很大的。,2.5,Chinese,it is difficult to be an internet celebrity but it is even more difficult to be a bot internet celebrity...baby is under a lot of pressure every day.
970,拿你有的，换你要的。这个世界一直如此，很残酷，却公平。,1.8,Chinese,take what you have and exchange what you want. this world has always been like this cruel but fair.
971,@user 乳晕很漂亮,3.2,Chinese, areolas are beautiful
972,@user @user @user 跟六四天安門一樣，每年我們外國人都得紀念一下，牢牢記得中國共產黨的壞,1.6666666666666667,Chinese,   just like tiananmen square on june th we foreigners have to commemorate it every year remembering the evil of the chinese communist party
973,连我宿舍都有安装烟雾报警器和消防栓，一个日本公司居然连这个都没做到。公司都有门禁和警卫，有人参观的话会发临时门卡，因为有人参观所以关闭门禁是说不通的。所以很明显问题出在公司安保和消防系统。还有，如果有人真想买汽油泼，那东西大老远就能闻得到。就算警卫发现不了，汽油味总可以闻到吧？,1.4,Chinese,even my dormitory has installed smoke alarms and fire hydrants and a japanese company cannot even do this. the company has access control and guards. if someone visits a temporary access card will be issued. it does not make sense to close the access control because someone is visiting. so clearly the problem was with the company security and firefighting system. also if someone really wants to buy gasoline to splash on the stuff can be smelled from afar. even if the guards cannot find it you can still smell the gasoline right?
974,@user 熬完之后放凉，最上一层油皮去掉，然后放保鲜盒放冰箱。,1.6,Chinese, let it cool after boiling remove the top layer of oily skin then put it in a crisper and put it in the refrigerator.
975,@user (覺得面具崩落的一瞬間 你家響超棒的超對胃口，尤其是黑色內衣那張😇,2.8,Chinese, (i felt the moment the mask collapsed your house sounded great especially the one in black underwear
976,@user @user 就决定是你了,2.75,Chinese,  it is up to you
977,50岁的干妈吃精，第一部分。 http,4.2,Chinese,the yearold godmother eats essence part . http
978,@user @user 笑死，说一个ex阳痿，如果不是本人，其他人又怎么知道🤪,3.6,Chinese,  laughed to death said an ex is impotent if not himself how would other people know 
979,@user @user 我不知道為什麼有人在言談間 把韓粉跟底層劃上等號 但我覺得韓粉很多不是底層 底層裡不傻而且會觀察分析的也不少 有錢有勢並不能斷定一個人的腦袋,1.2,Chinese,  i do not know why some people equate korean fans with the lower class in their conversations but i think many korean fans are not stupid at the bottom and they can observe and analyze a lot of them. head
980,解封第一炮#灌满 我知你们和我一样憋闷很久 我知解封以后你们也想被我狠狠猛操 我知带套已解决不了尘封已久的激情 此时此刻只想填满你 此时此刻只想零距离接触 此时此刻你爽你满足就好 http,3.8,Chinese,unblocking the first shot filling me up i know you guys are as depressed as i am for a long time i know you want to be fucked hard by me after unblocking i know that wearing a condom cannot solve the longlost passion at this moment i just want to fill you up at this moment i just want to have zerodistance contact. at this moment you are happy and you are satisfied. http
981,小骚妇，水超级多，全程16分钟喷了4次水，16分钟免费高清下载地址：https://t.co/IsNlwrML8U http,3.0,Chinese,little coquettish woman there is a lot of water she sprayed water  times in  minutes free highdefinition download address in  minutes:  http
982,妮子团皮皮锅第四季：文贵好嗨哦 阿贵直播，你可以说他小鬼讲故事，鬼话连篇。亦或是马大哈做报告，废话连篇。当然，更直接的说法就是开口就是谎，尽是谎话。 http,1.6666666666666667,Chinese,the fourth season of nizituan pipiguo: wengui is so hi agui live broadcast you can say that he is a little ghost telling stories full of nonsense. or ma daha gave a report full of nonsense. of course a more direct way of saying is that speaking is a lie a lie. http
983,尼玛的天朝买张火车票真难啊！,1.0,Chinese,it's really hard to buy a train ticket!
984,@user 想看褲子裡面,5.0,Chinese, wants to see the inside of pants
985,@user @user 果然还是男人更懂男人，，,2.75,Chinese,  sure enough men understand men better
986,@user 让我猜，党内观察，党内教育？,1.5,Chinese, let me guess party observation party education?
987,@user 台灣的話……以前FB其實不少人會這樣 不知道現在IG會不會,1.3333333333333333,Chinese, taiwan... in fact many people on fb used to do this. i don’t know if ig will do it now
988,@user 這明明是我的風格吧！,3.25,Chinese, this is obviously my style!
989,@user 想认识，可以留方式？,2.0,Chinese, wants to know can you leave the way?
990,@user 都。美尼斯在統一上、下埃及後，曾向外發動征服戰爭。,1.0,Chinese, both. after menes unified upper and lower egypt he launched a war of conquest abroad.
991,@user 真实,2.2,Chinese, true
992,@user 好喜欢,3.8,Chinese, love it
993,"我都你妈逼傻了，#mountandbladebannerlord #readyornot ,这两个游戏等那么久都没新消息，#huntshowdown 这个鸡掰游戏让他出新武器好像便秘一样，佛了",2.6,Chinese,i am so dumbfounded by your mother mountandbladebannerlord readyornot these two games have been waiting for so long and there is no new news huntshowdown this chicken breaking game makes him release new weapons like constipation buddha
994,@user 還好我只有轉推，沒有做任何加工～🤣,2.4,Chinese, fortunately i only retweeted without any processing~
995,【唐人街探案撤出春节档】刚刚，唐人街探案3声明撤出春节档、此前，电影《夺冠》、《囧妈》、《姜子牙》、《熊出没》均宣布撤出春节档。 http,1.0,Chinese,[detective chinatown withdraws from the spring festival file] just now detective chinatown  announced that it will withdraw from the spring festival file. before that the movies win the championship 囧mom jiang ziya and bear infested all announced their withdrawal from the spring festival file. http
996,@user @BTS_twt 我也想摸（誤 #BBMAsTopSocial BTS @BTS_twt,3.8,Chinese,  i want to touch too (by mistake bbmastopsocial bts 
997,@user 可惡可以偷牽手嗎？,3.8,Chinese, damn can you secretly hold hands?
998,@user 郭台铭选总统之日就是共产党统一台湾之时。台湾人民离死不远了！,1.0,Chinese,the day  terry gou is elected president is the day when the communist party unifies taiwan. the people of taiwan are not far from death!
999,都说到这个份儿上了，看来不发不行了啊。我发个投票，30人以上投票我就发一个，二选一！,1.4,Chinese,it's all about this so it seems that i cannot do it anymore. i will send a vote and if more than  people vote i will send one choose one of the two!
1000,@user @user @user 不能说是制度问题，是我们中华文化使然。华夏一直就是谨言慎行的，做人说话留三分的含蓄，制度说到底也是文化的一种体现罢了。,1.8,Chinese,   it cannot be said that it is a system problem it is caused by our chinese culture. huaxia has always been cautious in its words and deeds leaving three points reserved when speaking as a human being. in the end the system is also a manifestation of culture.
1001,你永遠叫不醒 一個 想裝睡的人 就如同 你永遠感動不了 一個 沒想著要對你動情的人 被愛往往比愛人輕鬆 被寵往往比寵人簡單 被疼往往比疼人容易 #圖源為網路圖片 #我是魚魚 #魚魚如此傲慢 http,2.6666666666666665,Chinese,you can never wake up a person who wants to pretend to be asleep just like you can never move a person who doesn’t want to be emotional with you. being loved is often easier than being loved. being pampered is often easier than pampering. for the network picture我是鱼鱼yuyu is so arrogant http
1002,@user 这图ps的。,1.0,Chinese, this picture is ps.
1003,做人如水，做事如山。做人应像水，有极大的可塑性，能适应任何环境，包容世间万物。至柔之中又有至刚、至净、能容、能大的胸襟和气度。做事像山一样稳重，因形走势，因势走形，从千峰峥嵘、万壑竞秀、云海飞瀑、蜿蜒起伏中展示大气磅礴。所以，做事像山，有山的胸怀，风骨，品格，内涵好原则。,1.4,Chinese,be a person like water do things like a mountain. being human should be like water with great plasticity able to adapt to any environment and accommodate everything in the world. among the most soft there is also the most rigid most pure tolerant and capable mind and tolerance. do things as steady as a mountain and show the majesty from the towering peaks the beautiful valleys the waterfalls in the sea of ​​clouds and the winding ups and downs. therefore do things like a mountain have a mountain mind a strong character a character and a good principle of connotation.
1004,@user 徒弟，你家沙发套很喜庆啊哈哈哈哈,3.8,Chinese, apprentice your sofa cover is very festive hahahaha
1005,超帅胡腮爷们无套猛操酒吧女郎 🎉🎉更多完整版精品视频在 应用商店下载【微密圈】 搜索319510进圈观看 http,3.0,Chinese,super handsome bearded man fucks a bar girl without condom
1006,［ 與大屌網紅的真實自拍3-3 ］ 其實很多人知道影片主角了😂 就是認識蠻久的濕濕@happyboy0943 又色又變態的他 真的讓人又愛又恨的😩 #影片都補完囉 #prep #舊片 #兼職按摩 #歡迎預約 http,2.8,Chinese,［real selfies with big dick internet celebrities ］ in fact many people know the protagonist of the movie it’s wet  who has known him for a long time. helloprep 老电影免费推荐 welcome to make an appointment http
1007,@fangshimin 方老师只要科普就好了 现在国内时事对你来说其实没什么用处了 这是一两天前的探讨了,1.0,Chinese, teacher fang only needs to popularize science. now domestic current affairs are actually useless to you. this was discussed a day or two ago
1008,@user 我們來當朋友（,2.6,Chinese, let us be friends (
1009,@user 可是，世卫组织还不封国？！😷,1.8,Chinese, but the who has not closed the country yet? ! 
1010,#浴室三对一 1/2 3号攻喜欢看现场直播，于是我为他组这个局，3个攻，2个受，另外一个受不接受出镜就只好在浴室开录🎉 http,4.6,Chinese,bathroom three to one / the rd gong likes to watch live broadcasts so i set up this round for him  gongs  respondents and the other one could only be recorded in the bathroom  http
1011,我有了一个成为画家的梦想。,2.8,Chinese,i have a dream of becoming a painter.
1012,尋找所有人的匿名問題！ 最近回答的問題 ● 你願意嫁給我嗎？ … ● 聽說粉圓很像89 … ● 上一個回匿名的真的是讓我笑死… ● 什麼時後宗師… #問題框 #尋找匿名問題 http,2.25,Chinese,find anonymous questions for everyone! recently answered questions ● will you marry me? … ● i heard that fenyuan is very similar to  … ● the one who replied anonymously last time really made me laugh to death… ● when is the master… 问题盒 搜索问问问题 http
1013,穿西装做爱的粗大鸡巴壮男，无论干男的还是女的，都非常刺激。所以我很喜欢跟正装中年大叔做爱。 http,3.6,Chinese,huge guys with big dicks in suits having sex both guys and girls are very exciting. so i really like having sex with middleaged men in formal clothes. http
1014,@user 既然如此，那我看人民日报的时候你都在下面BB什么？这么关心我们的国家？🙃,1.4,Chinese, if that’s the case then when i read the people’s daily what are you bb down there? care so much about our country? 
1015,昨天晚上才嘴了一下營運 今天ㄧ有新消息出來就又爆走了 = = 這營運真的一直在消耗我從成員身上得到的快樂,2.0,Chinese,i just talked about the operation last night. today when there is a new news it explodes again = = this operation has really been consuming the happiness i get from the members.
1016,不管怎樣，明天還是會回去拜拜吧，雖然對著牌位總是行禮如儀報告一下近況，然後希望他保佑我順利而已。 想到已經過八年了，突然覺得很不真實，不是覺得恍如昨日的那種，而是驚覺自己其實從來沒有把它當作人生時間的尺度，卻又不是真的遺忘的那種，有點困惑，好像都沒有認真思考過這件事情的感覺。,3.2,Chinese,anyway i will go back to pay my respects tomorrow although i always salute to the memorial tablet and report the current situation and then i hope he will bless me well. thinking that it has been eight years i suddenly feel very unreal not the kind that feels like yesterday but the kind that i have never regarded it as the measure of life time but it is not the kind that is really forgotten. confused as if i have not thought about this matter seriously.
1017,美剧《性爱大师》里有这么一个场景，医院长原计划要出差，结果因机场的原因又返回，进家门的时候，妻子恰好神色慌张衣衫不整地下楼，两人对峙在楼梯扶手处，妻子说，你现在最好不要上楼，丈夫会意地去了书房…这是我认为全剧最有人情味的一个桥段。对捉奸一事的热衷程度与一个族群的文明程度成反比#转,3.0,Chinese,there is such a scene in the american tv series masters of sex the hospital chief planned to go on a business trip but he returned because of the airport. when he entered the house his wife happened to go downstairs in a panic and disheveled. the two confronted each other at the handrail of the stairs. the wife said  you had better not go upstairs now the husband went to the study knowingly... this is the most humane part of the whole drama in my opinion. the degree of enthusiasm for catching rape is inversely proportional to the degree of civilization of an ethnic group 转
1018,@user 乱妈情人节快乐。（比心,3.75,Chinese,happy valentine's day to  (comparison
1019,有一种骗术叫法制基金 有一个骗子叫郭大忽悠 有一种无知叫老少蚂蚁 有一种坚持叫直播揭骗； 有一种勇气叫一夫砸锅； 有一种牺牲叫披肝沥胆； 有一种正气叫高擎公义；https://t.co/dCcItCtyA1,1.0,Chinese,there is a kind of deception called the legal system fund there is a liar called guo dahuyou there is a kind of ignorance called ants young and old there is a kind of persistence called live broadcast deception; 
1020,@user 電影（老ㄙ這個人連出兩題,2.0,Chinese, movie (old ㄙ this person asked two questions in a row
1021,@user @user 汶川地震時，他們都是汶川人。天津爆炸時，他們都是天津人。武漢肺炎時，就地消滅武漢人 。,1.0,Chinese,  when the wenchuan earthquake occurred they were all from wenchuan. when tianjin exploded they were all from tianjin. when wuhan pneumonia occurs the people of wuhan are eliminated on the spot.
1022,班農談美臺、郭文貴對美中台的關鍵性，中共痛恨臺灣的原因； http 來自 @YouTube,1.0,Chinese,bannon talks about the importance of taiwan guo wengui to the united states china and taiwan and why the ccp hates taiwan; http from 
1023,请只忽略佳佳肚子上的肉肉，只在意她的大胸。 http,3.6,Chinese,please just ignore the flesh on jiajia's stomach and only care about her big breasts. http
1024,在檢討結構的時候勢必會探討誰是得利者、誰是被壓迫者，這不是在檢討人，是在檢視壓迫結構如何運作 女權運動如是，黑人民權運動如是，跨權運動如是，台獨解殖過程如是 把這解釋為「資格審查隊友」老實說根本狗屁不通，甚至有點欲蓋彌彰,1.8,Chinese,when reviewing the structure it is inevitable to discuss who is the beneficiary and who is the oppressed. this is not a review of people but how the oppressive structure works if the process interprets this as a qualification review teammate to be honest it does not make sense at all and it is even a bit selfdeprecating
1025,我整個人消化不良昨天ㄉ晚餐還沒消化完ㄉ感覺我要死ㄌ,3.5,Chinese,i have indigestion all over yesterday ㄉ dinner is not digested ㄉ feel like i am going to die ㄌ
1026,有錢人有兩種：有讀書的有錢人，沒讀書的有錢人。 有錢人有兩種：有品的有錢人，沒品的有錢人。,1.0,Chinese,there are two kinds of rich people: those who study and those who do not. there are two kinds of rich people: rich people with quality and rich people without quality.
1027,@user @user 这是北京西站,1.0,Chinese,  this is beijing west railway station
1028,为什么abo这么好???为什么??????,1.8,Chinese,why is abo so good???why??????
1029,@user 韩国呢,1.25,Chinese,where is  korea
1030,我日 14就出来约！！！太小了吧,3.2,Chinese,i will come out for an appointment on the th! ! ! too small
1031,姐姐心情美美哒，粉丝们 采访一下，你们上一次撸管什么时候了 http,4.333333333333333,Chinese,sister is in a beautiful mood fans let me interview you when was the last time you masturbated http
1032,@user 凯文·布拉迪发表声明，称美中达成贸易协议“对美国工人和公司来说是历史性的一天“。他称赞特朗普政府取得了之前历届白宫所未能取得的成就：从中国那里得到了强有力、真正而且可执行的承诺，结束不公平的贸易做法，并让美国工人、制造商、农民和公司有公平的竞争场地。,1.0,Chinese, kevin brady issued a statement calling the uschina trade deal a historic day for american workers and companies. he praised the trump administration for what previous white houses have failed to achieve: strong real and enforceable commitments from china to end unfair trade practices and empower american workers manufacturers farmers and companies have a level playing field.
1033,不涨价！亏本也坚持生产！成都一口罩生产厂24小时不休 60余名工人加班抢时间，春节管理层不休息，保障供应不涨价……24日，记者实地探访了这家“加班抢时间、保供不涨价”的厂商——成都市新津事丰医疗器械有限公司。 http,1.0,Chinese,no price increase! persist in production even at a loss! a mask production factory in chengdu has more than  workers who work overtime  hours a day to fight for time. manufacturer——chengdu xinjin shifeng medical instrument co. ltd. http
